(MMTM_code) PS C:\黄琬婷\作业2\作业2\作业2\FCN分割算法> python train.py
Setting up a new session...
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Downloading: "https://download.pytorch.org/models/vgg19-dcbb9e9d.pth" to C:\Users\bb009/.cache\torch\hub\checkpoints\vgg19-dcbb9e9d.pth
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████| 548M/548M [00:56<00:00, 10.2MB/s]
epoch 12, 420/540,train loss is 0.09885068982839584
epoch 12, 435/540,train loss is 0.06051578372716904
epoch 12, 450/540,train loss is 0.08093713223934174
epoch 12, 465/540,train loss is 0.06661651283502579
epoch 12, 480/540,train loss is 0.061796385794878006
epoch 12, 495/540,train loss is 0.08838245272636414
epoch 12, 510/540,train loss is 0.0859871432185173
epoch 12, 525/540,train loss is 0.037409670650959015
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.056197, epoch test loss = 0.087748, Time 00:00:35
epoch 13, 0/540,train loss is 0.05434632673859596
epoch 13, 15/540,train loss is 0.029138492420315742
epoch 13, 30/540,train loss is 0.02415776252746582
epoch 13, 45/540,train loss is 0.016416748985648155
epoch 13, 60/540,train loss is 0.034364309161901474
epoch 13, 75/540,train loss is 0.04158657044172287
epoch 13, 90/540,train loss is 0.03198644518852234
epoch 13, 105/540,train loss is 0.03558461740612984
epoch 13, 120/540,train loss is 0.026013178750872612
epoch 13, 135/540,train loss is 0.030355161055922508
epoch 13, 150/540,train loss is 0.06404132395982742
epoch 13, 165/540,train loss is 0.03859816864132881
epoch 13, 180/540,train loss is 0.1126343160867691
epoch 13, 195/540,train loss is 0.10376176238059998
epoch 13, 210/540,train loss is 0.041449546813964844
epoch 13, 225/540,train loss is 0.04773622751235962
epoch 13, 240/540,train loss is 0.051654670387506485
epoch 13, 255/540,train loss is 0.04500691965222359
epoch 13, 270/540,train loss is 0.02468487247824669
epoch 13, 285/540,train loss is 0.025584768503904343
epoch 13, 300/540,train loss is 0.027594566345214844
epoch 13, 315/540,train loss is 0.047741081565618515
epoch 13, 330/540,train loss is 0.07235140353441238
epoch 13, 345/540,train loss is 0.039132412523031235
epoch 13, 360/540,train loss is 0.026357196271419525
epoch 13, 375/540,train loss is 0.05653531104326248
epoch 13, 390/540,train loss is 0.021198300644755363
epoch 13, 405/540,train loss is 0.037910640239715576
epoch 13, 420/540,train loss is 0.05347343161702156
epoch 13, 435/540,train loss is 0.03321181610226631
epoch 13, 450/540,train loss is 0.07706595957279205
epoch 13, 465/540,train loss is 0.04191070422530174
epoch 13, 480/540,train loss is 0.05283792316913605
epoch 13, 495/540,train loss is 0.02307008020579815
epoch 13, 510/540,train loss is 0.021481983363628387
epoch 13, 525/540,train loss is 0.04093737527728081
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.053239, epoch test loss = 0.096190, Time 00:00:36
epoch 14, 0/540,train loss is 0.05126211419701576
epoch 14, 15/540,train loss is 0.03093773126602173
epoch 14, 30/540,train loss is 0.026399971917271614
epoch 14, 45/540,train loss is 0.18473674356937408
epoch 14, 60/540,train loss is 0.03575378283858299
epoch 14, 75/540,train loss is 0.03070763312280178
epoch 14, 90/540,train loss is 0.054129261523485184
epoch 14, 105/540,train loss is 0.03303410857915878
epoch 14, 120/540,train loss is 0.02099343203008175
epoch 14, 135/540,train loss is 0.026609573513269424
epoch 14, 150/540,train loss is 0.027926543727517128
epoch 14, 165/540,train loss is 0.038622092455625534
epoch 14, 180/540,train loss is 0.0888759195804596
epoch 14, 195/540,train loss is 0.014374795369803905
epoch 14, 210/540,train loss is 0.03754381462931633
epoch 14, 225/540,train loss is 0.040278997272253036
epoch 14, 240/540,train loss is 0.040383171290159225
epoch 14, 255/540,train loss is 0.05331293120980263
epoch 14, 270/540,train loss is 0.026336662471294403
epoch 14, 285/540,train loss is 0.04729839786887169
epoch 14, 300/540,train loss is 0.05803949758410454
epoch 14, 315/540,train loss is 0.039608657360076904
epoch 14, 330/540,train loss is 0.026547355577349663
epoch 14, 345/540,train loss is 0.08654339611530304
epoch 14, 360/540,train loss is 0.02529006451368332
epoch 14, 375/540,train loss is 0.029041456058621407
epoch 14, 390/540,train loss is 0.031237751245498657
epoch 14, 405/540,train loss is 0.020825671032071114
epoch 14, 420/540,train loss is 0.030928852036595345
epoch 14, 435/540,train loss is 0.03237041458487511
epoch 14, 450/540,train loss is 0.031206244602799416
epoch 14, 465/540,train loss is 0.044387977570295334
epoch 14, 480/540,train loss is 0.062469687312841415
epoch 14, 495/540,train loss is 0.03745784983038902
epoch 14, 510/540,train loss is 0.03899335116147995
epoch 14, 525/540,train loss is 0.03256111964583397
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.050667, epoch test loss = 0.096203, Time 00:00:36
epoch 15, 0/540,train loss is 0.0565851628780365
epoch 15, 15/540,train loss is 0.051355037838220596
epoch 15, 30/540,train loss is 0.02828255668282509
epoch 15, 45/540,train loss is 0.03456024453043938
epoch 15, 60/540,train loss is 0.051177576184272766
epoch 15, 75/540,train loss is 0.01669718511402607
epoch 15, 90/540,train loss is 0.02838541381061077
epoch 15, 105/540,train loss is 0.04621808975934982
epoch 15, 120/540,train loss is 0.03395748510956764
epoch 15, 135/540,train loss is 0.038454245775938034
epoch 15, 150/540,train loss is 0.03864222764968872
epoch 15, 165/540,train loss is 0.028057679533958435
epoch 15, 180/540,train loss is 0.04227239638566971
epoch 15, 195/540,train loss is 0.016324816271662712
epoch 15, 210/540,train loss is 0.040628425776958466
epoch 15, 225/540,train loss is 0.027429914101958275
epoch 15, 240/540,train loss is 0.023994889110326767
epoch 15, 255/540,train loss is 0.028962744399905205
epoch 15, 270/540,train loss is 0.0942550078034401
epoch 15, 285/540,train loss is 0.08731988817453384
epoch 15, 300/540,train loss is 0.029080132022500038
epoch 15, 315/540,train loss is 0.0538531094789505
epoch 15, 330/540,train loss is 0.0730803832411766
epoch 15, 345/540,train loss is 0.023833543062210083
epoch 15, 360/540,train loss is 0.03931004926562309
epoch 15, 375/540,train loss is 0.03077252395451069
epoch 15, 390/540,train loss is 0.03155862167477608
epoch 15, 405/540,train loss is 0.04571518674492836
epoch 15, 420/540,train loss is 0.045338548719882965
epoch 15, 435/540,train loss is 0.022633913904428482
epoch 15, 450/540,train loss is 0.03847048804163933
epoch 15, 465/540,train loss is 0.06289450824260712
epoch 15, 480/540,train loss is 0.03699590638279915
epoch 15, 495/540,train loss is 0.07684437930583954
epoch 15, 510/540,train loss is 0.03976045176386833
epoch 15, 525/540,train loss is 0.03762783482670784
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.048398, epoch test loss = 0.092656, Time 00:00:35
saveing checkpoints/fcn_model_15.pt
epoch 16, 0/540,train loss is 0.04776160791516304
epoch 16, 15/540,train loss is 0.04300924763083458
epoch 16, 30/540,train loss is 0.027423730120062828
epoch 16, 45/540,train loss is 0.03708196058869362
epoch 16, 60/540,train loss is 0.040023110806941986
epoch 16, 75/540,train loss is 0.036163728684186935
epoch 16, 90/540,train loss is 0.04273543134331703
epoch 16, 105/540,train loss is 0.034726351499557495
epoch 16, 120/540,train loss is 0.022353559732437134
epoch 16, 135/540,train loss is 0.03546324744820595
epoch 16, 150/540,train loss is 0.048640258610248566
epoch 16, 165/540,train loss is 0.07290221750736237
epoch 16, 180/540,train loss is 0.018343031406402588
epoch 16, 195/540,train loss is 0.11962947249412537
epoch 16, 210/540,train loss is 0.1117832139134407
epoch 16, 225/540,train loss is 0.05383218824863434
epoch 16, 240/540,train loss is 0.030753249302506447
epoch 16, 255/540,train loss is 0.03738781437277794
epoch 16, 270/540,train loss is 0.0773092657327652
epoch 16, 285/540,train loss is 0.05825052037835121
epoch 16, 300/540,train loss is 0.0405864417552948
epoch 16, 315/540,train loss is 0.034319207072257996
epoch 16, 330/540,train loss is 0.05268067121505737
epoch 16, 345/540,train loss is 0.05053652822971344
epoch 16, 360/540,train loss is 0.03868689760565758
epoch 16, 375/540,train loss is 0.03834786266088486
epoch 16, 390/540,train loss is 0.08804237097501755
epoch 16, 405/540,train loss is 0.09179072827100754
epoch 16, 420/540,train loss is 0.02518349140882492
epoch 16, 435/540,train loss is 0.11040385812520981
epoch 16, 450/540,train loss is 0.01785220019519329
epoch 16, 465/540,train loss is 0.05042572692036629
epoch 16, 480/540,train loss is 0.05027838423848152
epoch 16, 495/540,train loss is 0.11039640009403229
epoch 16, 510/540,train loss is 0.0382469967007637
epoch 16, 525/540,train loss is 0.02779673971235752
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.049737, epoch test loss = 0.091025, Time 00:00:36
epoch 17, 0/540,train loss is 0.02970590442419052
epoch 17, 15/540,train loss is 0.02869304083287716
epoch 17, 30/540,train loss is 0.02570325881242752
epoch 17, 45/540,train loss is 0.0867476612329483
epoch 17, 60/540,train loss is 0.03077930398285389
epoch 17, 75/540,train loss is 0.023844312876462936
epoch 17, 90/540,train loss is 0.02074114792048931
epoch 17, 105/540,train loss is 0.021137338131666183
epoch 17, 120/540,train loss is 0.02793266251683235
epoch 17, 135/540,train loss is 0.038013141602277756
epoch 17, 150/540,train loss is 0.032986629754304886
epoch 17, 165/540,train loss is 0.03801922872662544
epoch 17, 180/540,train loss is 0.034083425998687744
epoch 17, 195/540,train loss is 0.03890504315495491
epoch 17, 210/540,train loss is 0.038553111255168915
epoch 17, 225/540,train loss is 0.020270228385925293
epoch 17, 240/540,train loss is 0.020919496193528175
epoch 17, 255/540,train loss is 0.03133903816342354
epoch 17, 270/540,train loss is 0.03430828079581261
epoch 17, 285/540,train loss is 0.022860117256641388
epoch 17, 300/540,train loss is 0.015796033665537834
epoch 17, 315/540,train loss is 0.036747317761182785
epoch 17, 330/540,train loss is 0.039945755153894424
epoch 17, 345/540,train loss is 0.03261532261967659
epoch 17, 360/540,train loss is 0.07649408280849457
epoch 17, 375/540,train loss is 0.05094228684902191
epoch 17, 390/540,train loss is 0.035286810249090195
epoch 17, 405/540,train loss is 0.025117911398410797
epoch 17, 420/540,train loss is 0.04536104574799538
epoch 17, 435/540,train loss is 0.029716238379478455
epoch 17, 450/540,train loss is 0.04181486368179321
epoch 17, 465/540,train loss is 0.018932078033685684
epoch 17, 480/540,train loss is 0.0239250585436821
epoch 17, 495/540,train loss is 0.02793075330555439
epoch 17, 510/540,train loss is 0.05435299128293991
epoch 17, 525/540,train loss is 0.02230197936296463
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.045716, epoch test loss = 0.101694, Time 00:00:36
epoch 18, 0/540,train loss is 0.026090208441019058
epoch 18, 15/540,train loss is 0.02178213931620121
epoch 18, 30/540,train loss is 0.044894684106111526
epoch 18, 45/540,train loss is 0.04596816003322601
epoch 18, 60/540,train loss is 0.07437217235565186
epoch 18, 75/540,train loss is 0.058946769684553146
epoch 18, 90/540,train loss is 0.030309995636343956
epoch 18, 105/540,train loss is 0.020452840253710747
epoch 18, 120/540,train loss is 0.08838342130184174
epoch 18, 135/540,train loss is 0.04901149496436119
epoch 18, 150/540,train loss is 0.03371347486972809
epoch 18, 165/540,train loss is 0.018134228885173798
epoch 18, 180/540,train loss is 0.046030595898628235
epoch 18, 195/540,train loss is 0.04294143244624138
epoch 18, 210/540,train loss is 0.052327945828437805
epoch 18, 225/540,train loss is 0.01668880134820938
epoch 18, 240/540,train loss is 0.027722295373678207
epoch 18, 255/540,train loss is 0.05929752066731453
epoch 18, 270/540,train loss is 0.04768386855721474
epoch 18, 285/540,train loss is 0.043752532452344894
epoch 18, 300/540,train loss is 0.03067450411617756
epoch 18, 315/540,train loss is 0.03274499252438545
epoch 18, 330/540,train loss is 0.035067684948444366
epoch 18, 345/540,train loss is 0.0416703037917614
epoch 18, 360/540,train loss is 0.054000385105609894
epoch 18, 375/540,train loss is 0.025852937251329422
epoch 18, 390/540,train loss is 0.03550741448998451
epoch 18, 405/540,train loss is 0.029763445258140564
epoch 18, 420/540,train loss is 0.18263602256774902
epoch 18, 435/540,train loss is 0.026087459176778793
epoch 18, 450/540,train loss is 0.02110673300921917
epoch 18, 465/540,train loss is 0.023959368467330933
epoch 18, 480/540,train loss is 0.024104313924908638
epoch 18, 495/540,train loss is 0.03299747034907341
epoch 18, 510/540,train loss is 0.032832272350788116
epoch 18, 525/540,train loss is 0.06761680543422699
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.043054, epoch test loss = 0.103953, Time 00:00:36
epoch 19, 0/540,train loss is 0.033516306430101395
epoch 19, 15/540,train loss is 0.025740649551153183
epoch 19, 30/540,train loss is 0.015055271796882153
epoch 19, 45/540,train loss is 0.050844356417655945
epoch 19, 60/540,train loss is 0.04755453020334244
epoch 19, 75/540,train loss is 0.029546882957220078
epoch 19, 90/540,train loss is 0.014446346089243889
epoch 19, 105/540,train loss is 0.010920983739197254
epoch 19, 120/540,train loss is 0.04655788466334343
epoch 19, 135/540,train loss is 0.050481829792261124
epoch 19, 150/540,train loss is 0.046298954635858536
epoch 19, 165/540,train loss is 0.022932590916752815
epoch 19, 180/540,train loss is 0.027710232883691788
epoch 19, 195/540,train loss is 0.046367548406124115
epoch 19, 210/540,train loss is 0.02423614263534546
epoch 19, 225/540,train loss is 0.029326099902391434
epoch 19, 240/540,train loss is 0.03544836491346359
epoch 19, 255/540,train loss is 0.019198046997189522
epoch 19, 270/540,train loss is 0.05691886693239212
epoch 19, 285/540,train loss is 0.04484564810991287
epoch 19, 300/540,train loss is 0.043557677417993546
epoch 19, 315/540,train loss is 0.05103014037013054
epoch 19, 330/540,train loss is 0.04607003182172775
epoch 19, 345/540,train loss is 0.03443815931677818
epoch 19, 360/540,train loss is 0.019300155341625214
epoch 19, 375/540,train loss is 0.03747053071856499
epoch 19, 390/540,train loss is 0.03526630997657776
epoch 19, 405/540,train loss is 0.01987897977232933
epoch 19, 420/540,train loss is 0.04628966376185417
epoch 19, 435/540,train loss is 0.04431331530213356
epoch 19, 450/540,train loss is 0.028132816776633263
epoch 19, 465/540,train loss is 0.032762013375759125
epoch 19, 480/540,train loss is 0.05500199273228645
epoch 19, 495/540,train loss is 0.025026680901646614
epoch 19, 510/540,train loss is 0.025195935741066933
epoch 19, 525/540,train loss is 0.0467810332775116
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.041075, epoch test loss = 0.095886, Time 00:00:36
epoch 20, 0/540,train loss is 0.023543624207377434
epoch 20, 15/540,train loss is 0.025585439056158066
epoch 20, 30/540,train loss is 0.018335388973355293
epoch 20, 45/540,train loss is 0.02344992570579052
epoch 20, 60/540,train loss is 0.04409853368997574
epoch 20, 75/540,train loss is 0.03672845661640167
epoch 20, 90/540,train loss is 0.03917704522609711
epoch 20, 105/540,train loss is 0.056517694145441055
epoch 20, 120/540,train loss is 0.02563759684562683
epoch 20, 135/540,train loss is 0.022609271109104156
epoch 20, 150/540,train loss is 0.01973322592675686
epoch 20, 165/540,train loss is 0.08366567641496658
